timestamp,rating_numerator,rating_denominator,name,tweet_id,source,expanded_urls,text,dog_stage,retweet_count,favorite_count,jpg_url,p1,p1_dog
2016-09-15 17:48:25+00:00,11,10,Huck,776477788987613185,iPhone,"https://twitter.com/dog_rates/status/776477788987613185/photo/1,https://twitter.com/dog_rates/status/776477788987613185/photo/1",This is Huck. He's addicted to caffeine. Hope it's not too latte to seek help. 11/10 stay strong pupper https://t.co/iJE3F0VozW,pupper,2640,8484,https://pbs.twimg.com/media/CsaaaaxWgAEfzM7.jpg,Labrador_retriever,True
2016-09-14 17:40:06+00:00,11,10,Sampson,776113305656188928,iPhone,https://twitter.com/dog_rates/status/776113305656188928/photo/1,This is Sampson. He's about to get hit with a vicious draw 2. Has no idea. 11/10 poor pupper https://t.co/FYT9QBEnKG,pupper,4156,11388,https://pbs.twimg.com/media/CsVO7ljW8AAckRD.jpg,mousetrap,False
2016-09-08 20:45:53+00:00,11,10,Winnie,773985732834758656,iPhone,"https://twitter.com/dog_rates/status/773985732834758656/photo/1,https://twitter.com/dog_rates/status/773985732834758656/photo/1,https://twitter.com/dog_rates/status/773985732834758656/photo/1,https://twitter.com/dog_rates/status/773985732834758656/photo/1",Meet Winnie. She just made awkward eye contact with the driver beside her. Poor pupper panicked. 11/10 would comfort https://t.co/RFWtDqTnAz,pupper,3685,10376,https://pbs.twimg.com/media/Cr2_6R8WAAAUMtc.jpg,giant_panda,False
2016-09-07 15:44:53+00:00,11,10,Chelsea,773547596996571136,iPhone,https://twitter.com/dog_rates/status/773547596996571136/photo/1,This is Chelsea. She forgot how to dog. 11/10 get it together pupper https://t.co/nBJ5RE4yHb,pupper,5838,21311,https://pbs.twimg.com/media/Crwxb5yWgAAX5P_.jpg,Norwegian_elkhound,True
2016-09-03 22:02:38+00:00,12,10,Willem,772193107915964416,iPhone,https://twitter.com/dog_rates/status/772193107915964416/photo/1,This is Willem. He's a Penn State pupper. Thinks the hood makes him more intimidating. It doesn't. 12/10 https://t.co/Dp0s7MRIHK,pupper,1322,5797,https://pbs.twimg.com/media/Crdhh_1XEAAHKHi.jpg,Pembroke,True
2016-08-16 02:14:15+00:00,11,10,Louie,765371061932261376,iPhone,"https://twitter.com/dog_rates/status/765371061932261376/photo/1,https://twitter.com/dog_rates/status/765371061932261376/photo/1",This is Louie. He's had a long day. Did a lot of pupper things. Also appears to be rather heckin pettable. 11/10 https://t.co/w2qDmoTIZ5,pupper,2065,6817,https://pbs.twimg.com/media/Cp8k6oRWcAUL78U.jpg,golden_retriever,True
2016-07-31 16:50:42+00:00,12,10,Maggie,759793422261743616,iPhone,"https://twitter.com/dog_rates/status/759793422261743616/photo/1,https://twitter.com/dog_rates/status/759793422261743616/photo/1","Meet Maggie &amp; Lila. Maggie is the doggo, Lila is the pupper. They are sisters. Both 12/10 would pet at the same time https://t.co/MYwR4DQKll",pupper,1809,5722,https://pbs.twimg.com/media/CotUFZEWcAA2Pku.jpg,golden_retriever,True
2016-07-31 16:50:42+00:00,12,10,Maggie,759793422261743616,iPhone,"https://twitter.com/dog_rates/status/759793422261743616/photo/1,https://twitter.com/dog_rates/status/759793422261743616/photo/1","Meet Maggie &amp; Lila. Maggie is the doggo, Lila is the pupper. They are sisters. Both 12/10 would pet at the same time https://t.co/MYwR4DQKll",doggo,1809,5722,https://pbs.twimg.com/media/CotUFZEWcAA2Pku.jpg,golden_retriever,True
2016-07-23 19:49:07+00:00,12,10,Jax,756939218950160384,iPhone,https://twitter.com/dog_rates/status/756939218950160384/photo/1,This is Jax. He is a majestic mountain pupper. Thinks flat ground is for the weak. 12/10 would totally hike with https://t.co/KGdeHuFJnH,pupper,1903,6368,https://pbs.twimg.com/media/CoEwMXeWEAAaIz5.jpg,golden_retriever,True
2016-07-09 01:08:47+00:00,5,10,None,751583847268179968,iPhone,https://twitter.com/dog_rates/status/751583847268179968/photo/1,Please stop sending it pictures that don't even have a doggo or pupper in them. Churlish af. 5/10 neat couch tho https://t.co/u2c9c7qSg8,pupper,1035,4204,https://pbs.twimg.com/media/Cm4phTpWcAAgLsr.jpg,dalmatian,True
2016-07-09 01:08:47+00:00,5,10,None,751583847268179968,iPhone,https://twitter.com/dog_rates/status/751583847268179968/photo/1,Please stop sending it pictures that don't even have a doggo or pupper in them. Churlish af. 5/10 neat couch tho https://t.co/u2c9c7qSg8,doggo,1035,4204,https://pbs.twimg.com/media/Cm4phTpWcAAgLsr.jpg,dalmatian,True
2016-07-07 01:47:22+00:00,11,10,Milo,750868782890057730,iPhone,"https://twitter.com/dog_rates/status/750868782890057730/photo/1,https://twitter.com/dog_rates/status/750868782890057730/photo/1,https://twitter.com/dog_rates/status/750868782890057730/photo/1,https://twitter.com/dog_rates/status/750868782890057730/photo/1",Meet Milo. He hauled ass until he ran out of treadmill and then passed out from exhaustion. 11/10 sleep tight pupper https://t.co/xe1aGZNkcC,pupper,1287,4571,https://pbs.twimg.com/media/CmufLLsXYAAsU0r.jpg,toy_poodle,True
2016-07-06 01:46:38+00:00,8,10,Malcolm,750506206503038976,iPhone,https://twitter.com/dog_rates/status/750506206503038976/photo/1,This is Malcolm. He's absolutely terrified of heights. 8/10 hang in there pupper https://t.co/SVU00Sc9U2,pupper,1079,4245,https://pbs.twimg.com/media/CmpVaOZWIAAp3z6.jpg,American_black_bear,False
2016-07-05 17:38:41+00:00,9,10,Zoe,750383411068534784,iPhone,https://twitter.com/dog_rates/status/750383411068534784/photo/1,This is Zoe. She was trying to stealthily take a picture of you but you just noticed. 9/10 not so sneaky pupper https://t.co/FfH3o88Vta,pupper,1081,4352,https://pbs.twimg.com/media/CmnluwbXEAAqnkw.jpg,Border_collie,True
2016-07-04 21:00:04+00:00,10,10,None,750071704093859840,iPhone,"https://twitter.com/dog_rates/status/750071704093859840/photo/1,https://twitter.com/dog_rates/status/750071704093859840/photo/1,https://twitter.com/dog_rates/status/750071704093859840/photo/1",Pause your cookout and admire this pupper's nifty hat. 10/10 https://t.co/RG4C9IdNJM,pupper,3122,7446,https://pbs.twimg.com/media/CmjKOzVWcAAQN6w.jpg,redbone,True
2016-07-03 01:41:06+00:00,11,10,Finn,749417653287129088,iPhone,"https://twitter.com/dog_rates/status/749417653287129088/photo/1,https://twitter.com/dog_rates/status/749417653287129088/photo/1,https://twitter.com/dog_rates/status/749417653287129088/photo/1,https://twitter.com/dog_rates/status/749417653287129088/photo/1",This is Finn. He's the most unphotogenic pupper of all time. 11/10 https://t.co/qvA2rCUl6v,pupper,1548,5842,https://pbs.twimg.com/media/CmZ3YH9WEAAowi3.jpg,papillon,True
2016-06-29 01:23:16+00:00,10,10,None,747963614829678593,iPhone,https://twitter.com/dog_rates/status/747963614829678593/photo/1,PUPPER NOOOOO BEHIND YOUUU 10/10 pls keep this pupper in your thoughts https://t.co/ZPfeRtOX0Q,pupper,2015,5524,https://pbs.twimg.com/media/CmFM7ngXEAEitfh.jpg,kelpie,True
2016-06-15 23:24:09+00:00,12,10,None,743222593470234624,iPhone,https://twitter.com/dog_rates/status/743222593470234624/photo/1,This is a very rare Great Alaskan Bush Pupper. Hard to stumble upon without spooking. 12/10 would pet passionately https://t.co/xOBKCdpzaa,pupper,1800,5891,https://pbs.twimg.com/media/ClB09z0WYAAA1jz.jpg,kuvasz,True
2016-06-13 21:16:49+00:00,14,10,None,742465774154047488,iPhone,"https://twitter.com/dog_rates/status/742465774154047488/photo/1,https://twitter.com/dog_rates/status/742465774154047488/photo/1","Was just informed about this hero pupper and others like her. Another 14/10, would be an absolute honor to pet https://t.co/hBTzPmj36Z",pupper,3700,6899,https://pbs.twimg.com/media/Ck3EribXEAAPhZn.jpg,web_site,False
2016-06-13 00:22:53+00:00,8,10,Edmund,742150209887731712,iPhone,https://twitter.com/dog_rates/status/742150209887731712/photo/1,This is Edmund. He sends stellar selfies. Cute af. 8/10 would totally snapchat with this pupper https://t.co/PprXoqZuKY,pupper,1453,4837,https://pbs.twimg.com/media/CkylrVWWsAAiXJE.jpg,Siamese_cat,False
2016-06-11 21:27:17+00:00,11,10,Aqua,741743634094141440,iPhone,"https://twitter.com/dog_rates/status/741743634094141440/photo/1,https://twitter.com/dog_rates/status/741743634094141440/photo/1,https://twitter.com/dog_rates/status/741743634094141440/photo/1",Meet Aqua. She's a sandy pupper. Not sure how she feels about being so sandy. Radical tongue slip. 11/10 petable af https://t.co/rYxJ0UQtbE,pupper,2584,7744,https://pbs.twimg.com/media/Cksz42EW0AAh2NF.jpg,Labrador_retriever,True
2016-06-10 00:39:48+00:00,12,10,just,741067306818797568,iPhone,https://twitter.com/dog_rates/status/741067306818797568/photo/1,This is just downright precious af. 12/10 for both pupper and doggo https://t.co/o5J479bZUC,pupper,2902,9079,https://pbs.twimg.com/media/CkjMx99UoAM2B1a.jpg,golden_retriever,True
2016-06-10 00:39:48+00:00,12,10,just,741067306818797568,iPhone,https://twitter.com/dog_rates/status/741067306818797568/photo/1,This is just downright precious af. 12/10 for both pupper and doggo https://t.co/o5J479bZUC,doggo,2902,9079,https://pbs.twimg.com/media/CkjMx99UoAM2B1a.jpg,golden_retriever,True
2016-06-08 22:48:46+00:00,11,10,Baloo,740676976021798912,iPhone,https://twitter.com/dog_rates/status/740676976021798912/photo/1,"Meet Baloo. He's expecting a fast ground ball, hence the wide stance. Prepared af. 11/10 nothing runs like a pupper https://t.co/sMbMw5Z2XC",pupper,6411,17252,https://pbs.twimg.com/media/Ckdpx5KWsAANF6b.jpg,wombat,False
2016-06-05 23:53:41+00:00,9,10,Benji,739606147276148736,iPhone,"https://twitter.com/dog_rates/status/739606147276148736/photo/1,https://twitter.com/dog_rates/status/739606147276148736/photo/1,https://twitter.com/dog_rates/status/739606147276148736/photo/1",Meet Benji. He just turned 1. Has already given up on a traditional pupper physique. Just inhaled that thing. 9/10 https://t.co/sLUC4th3Zj,pupper,1550,5119,https://pbs.twimg.com/media/CkOb3FXW0AAUL_U.jpg,Blenheim_spaniel,True
2016-05-28 01:18:00+00:00,11,10,Rory,736365877722001409,iPhone,"https://twitter.com/dog_rates/status/736365877722001409/photo/1,https://twitter.com/dog_rates/status/736365877722001409/photo/1,https://twitter.com/dog_rates/status/736365877722001409/photo/1,https://twitter.com/dog_rates/status/736365877722001409/photo/1",This is Rory. He's extremely impatient. 11/10 settle down pupper https://t.co/e3tfXJLi40,pupper,1159,3765,https://pbs.twimg.com/media/CjgYyuvWkAAHU8g.jpg,cup,False
2016-05-26 01:47:51+00:00,12,10,None,735648611367784448,iPhone,https://twitter.com/dog_rates/status/735648611367784448/photo/1,*faints* 12/10 perfection in pupper form https://t.co/t6TxTwTLEK,pupper,1039,3829,https://pbs.twimg.com/media/CjWMezdW0AErwU3.jpg,Pembroke,True
2016-05-24 15:55:00+00:00,9,10,Buckley,735137028879360001,iPhone,https://twitter.com/dog_rates/status/735137028879360001/photo/1,Meet Buckley. His family &amp; some neighbors came over to watch him perform but he's nervous af. 9/10 u got this pupper https://t.co/5bdCpPlno9,pupper,912,2960,https://pbs.twimg.com/media/CjO7OfeWgAAUQy-.jpg,Walker_hound,True
2016-05-19 01:38:16+00:00,12,10,None,733109485275860992,iPhone,https://twitter.com/dog_rates/status/733109485275860992/photo/1,"Like father (doggo), like son (pupper). Both 12/10 https://t.co/pG2inLaOda",pupper,15993,50620,https://pbs.twimg.com/media/CiyHLocU4AI2pJu.jpg,golden_retriever,True
2016-05-19 01:38:16+00:00,12,10,None,733109485275860992,iPhone,https://twitter.com/dog_rates/status/733109485275860992/photo/1,"Like father (doggo), like son (pupper). Both 12/10 https://t.co/pG2inLaOda",doggo,15993,50620,https://pbs.twimg.com/media/CiyHLocU4AI2pJu.jpg,golden_retriever,True
2016-05-12 01:40:42+00:00,10,10,Rooney,730573383004487680,iPhone,"https://twitter.com/dog_rates/status/730573383004487680/photo/1,https://twitter.com/dog_rates/status/730573383004487680/photo/1,https://twitter.com/dog_rates/status/730573383004487680/photo/1",This is Rooney. He can't comprehend glass. 10/10 it'll be ok pupper https://t.co/CnUl2uDBBV,pupper,1988,4591,https://pbs.twimg.com/media/CiOEnI6WgAAmq4E.jpg,American_Staffordshire_terrier,True
2016-05-05 01:35:26+00:00,12,10,all,728035342121635841,iPhone,"https://twitter.com/dog_rates/status/728035342121635841/photo/1,https://twitter.com/dog_rates/status/728035342121635841/photo/1",This is all I want in my life. 12/10 for super sleepy pupper https://t.co/4RlLA5ObMh,pupper,1560,4290,https://pbs.twimg.com/media/ChqARqmWsAEI6fB.jpg,handkerchief,False
2016-05-05 00:16:48+00:00,11,10,Rueben,728015554473250816,iPhone,https://twitter.com/dog_rates/status/728015554473250816/photo/1,This is Rueben. He has reached ultimate pupper zen state. 11/10 tranquil af https://t.co/Z167HgtnBi,pupper,1027,3901,https://pbs.twimg.com/media/ChpuRyvVAAARMoq.jpg,cocker_spaniel,True
2016-05-03 15:46:33+00:00,10,10,None,727524757080539137,iPhone,"https://twitter.com/dog_rates/status/727524757080539137/photo/1,https://twitter.com/dog_rates/status/727524757080539137/photo/1",This pupper had to undergo emergency haircut surgery so he could hear again. 10/10 miraculous af https://t.co/fUyDIFkBwx,pupper,1128,4222,https://pbs.twimg.com/media/Chiv6BAW4AAiQvH.jpg,Pomeranian,True
2016-05-03 01:50:44+00:00,11,10,None,727314416056803329,iPhone,"https://twitter.com/dog_rates/status/727314416056803329/photo/1,https://twitter.com/dog_rates/status/727314416056803329/photo/1,https://twitter.com/dog_rates/status/727314416056803329/photo/1",This pupper was about to explain where that dirt came from but then decided against it. 11/10 https://t.co/SbaelU6zRs,pupper,699,3154,https://pbs.twimg.com/media/Chfwmd9U4AQTf1b.jpg,toy_poodle,True
